id,position,city,company,salary,experience,education,industry,skills,benefits
1196,入职有住宿-食堂-回访专员-大数据产业园,重庆,成都微招网络科技有限公司,6000-8000元,1-3年,大专,人力资源服务,"投诉客服, 售后客服, 电话客服, 永川大数据产业园 免费住宿, 入职购买五险一金","五险一金, 团建福利, 包住, 年终奖金, 零食/下午茶, 节日福利, 法定节假日三薪, 周末双休, 餐饮补贴, 五险, 带薪培训"
1197,请把大数据推给最帅的人,苏州,苏州微行人科技有限公司,9000-16000元,无经验,学历不限,互联网金融/小额贷款,个人客户,"绩效奖金, 高提成, 通讯补贴, 晋升空间大"
1198,高薪诚聘-高级大数据开发工程师-未来科技城,北京,中德福林,1.5-2.5万,5-10年,本科,计算机软件,数仓开发,
1199,【大连】大数据开发实习生,大连,亚信科技(中国)有限公司,100-150元/天,无经验,本科,通信/网络设备,"Sql, Java, Shell, Hadoop, Spark, 大数据",
1200,工业大数据分析（十室）,沈阳,中国科学院沈阳自动化研究所,1-1.8万,经验不限,硕士,学术/科研,计算机科学与技术,
1201,初级大数据工程师,石家庄,澳美信息技术(天津)有限公司,8000-16000元,经验不限,本科,云计算/大数据,Sql,
1202,大数据开发工程师,郑州,牧原股份,1.2-2万,3-5年,本科,农/林/牧/渔,"数据治理, 数据架构, 数据仓库, Flink, 实时",
1203,大数据开发-猛士科技,武汉,东风汽车,9000-15000元,5-10年,本科,汽车研发/制造,"数据治理, 数据挖掘, 数据仓库",
1204,大数据开发工程师,南昌,南昌众投科技有限公司,8000-12000元,5-10年,大专,咨询服务,"数据库开发, 数据中台开发, Java, Scala, C++, Hadoop, Spark",
1205,海关大数据专家顾问,青岛,环球慧思数据技术有限公司,4000-8000元,经验不限,大专,互联网,,"无责底薪, 奖金加提成, 绩效奖金, 周末双休, 高提成"
1206,AI大数据推广（实习生）,上海,上海康捷保新材料股份有限公司,150-200元/天,无经验,大专,金属制品业,"搜索引擎推广, APP推广, 新媒体推广",
1207,ETL大数据开发,北京,澳美信息技术(天津)有限公司,1.6-3万·13薪,1-3年,大专,云计算/大数据,"SQL, Spark, Hive",
1208,大数据产品销售经理,沈阳,浪潮集团,9000-15000元,经验不限,学历不限,IT服务,区域销售,
1209,大数据开发hana模型,成都,成都迈思信息技术有限公司,8000-12000元,3-5年,大专,计算机软件,"ETL, Sql, 数据库开发, 帆软, SAP HANA",
1210,大数据销售干部+六险一金,郑州,企知道大数据科技有限公司,1.2-2.4万,1-3年,大专,专业技术服务,"新客户开发, TO B销售, 企业客户, 制造业客群开发, 企业老板客户, 电话销售, 面销/陌拜, 电面销结合","社会保险, 零食/下午茶, 节日福利, 月度奖金, 高提成, 年终奖金, 拓展培训, 住房公积金, 带薪假期, 六险一金, 无责底薪"
1211,大数据开发工程师,上海,深圳建广数字科技有限公司青岛分公司,1.6-2万,5-10年,大专,计算机软件,"数据挖掘, 数据治理, Python, C语言, GoLang, Hadoop, Flink, Spark, 大数据安全",
1212,双休ai大数据软件外呼客服/入职五险一金/当月发薪,武汉,探迹科技,1-1.8万,无经验,大专,互联网,"售前客服, 电话客服, VIP客服, 全白班","周末双休, 高提成, 五险一金, 餐饮补贴, 五险, 奖金加提成, 带薪假期, 无责底薪, 全勤奖金, 带薪培训, 一对一培训"
1213,大数据工程师（讲师）,百色,北京中科特瑞科技有限公司,6000-8000元,1-3年,本科,计算机软件,"大数据开发, 数据挖掘, 数仓开发, Spark, Hive, Hadoop, MySQL, Java, Python","单位体检, 五险一金, 节日福利, 年终奖金, 寒暑假"
1214,新能源发电大数据实习生（技术方向）,哈尔滨,北京智慧空间科技有限责任公司,100-120元/天,无经验,本科,云计算/大数据,"Hadoop, HDFS, Scala, MySQL, PostgreSQL, 数据平台, HBase, Hive",
1215,中级大数据开发工程师,北京,中德福林,1.5-2.3万,3-5年,本科,计算机软件,HBASE、CLICKHOUSE,
1216,大数据销售 周末双休 (五险一金 周末双休 高薪高能),济南,环球慧思数据技术有限公司,1.2-2.4万,经验不限,本科,互联网,"面销/陌拜, 电话销售","年终分红, 五险一金, 法定节假日休, 绩效奖金, 带薪假期, 无责底薪, 奖金加提成, 节日福利, 月度奖金, 季度奖金, 高提成, 周末双休, 团建福利, 年终奖金"
1217,能源与环保行业大数据分析工程师（多功能催化剂研发中心 部门2）,太原,清华大学山西清洁能源研究院,6000-12000元,经验不限,硕士,社团/组织/社会保障,,
1218,中高端不动产的+500强+大数据平台+渠道齐全,上海,上海链家房地产经纪有限公司,8000-16000元,经验不限,本科,房地产中介,,"签订劳动合同, 商业保险, 高提成, 绩效奖金"
1219,大数据开发工程师,北京,澳美信息技术(天津)有限公司,1.5-3万·13薪,1-3年,大专,云计算/大数据,"SQL, 数据开发, Hadoop, Hive",
1220,AI大数据开发工程师,郑州,郑州新中软科技有限公司,1-1.4万,经验不限,本科,计算机软件,"数据架构, 数据建模, 数据库开发, Java, Sql","五险一金, 周末双休, 法定节假日休"
1221,大数据开发工程师,青岛,青岛迈科思软件有限责任公司,4500-6000元,无经验,大专,计算机软件,,晋升空间大
1222,6k大数据测试,深圳,深圳市易信诚达科技有限公司,6000-8000元,经验不限,大专,计算机软件,,"五险一金, 零食/下午茶, 节日福利, 周末双休"
1223,初级大数据工程师,北京,澳美信息技术(天津)有限公司,8000-16000元,经验不限,本科,云计算/大数据,Sql,
1224,数据仓库工程师（南昌） (MJ001642),南昌,太极计算机股份有限公司,1.3-1.8万,3-5年,本科,计算机硬件,"数仓开发, ODPS sql, DB2, DM7",
1225,大数据实习生,南京,重庆喜相连科技有限公司,4000-6000元,经验不限,大专,互联网,"游戏数据运营, 销售数据运营, 经营数据分析",
1226,应届生/统计/数学/大数据专业方向,苏州,苏州中帛纺织有限公司,5000-10000元,无经验,本科,耐用消费品,"数据挖掘, 数据统计",
1227,大数据分析业务专员,临沂,天元建设集团,6000-9000元,经验不限,本科,房地产开发,"数据挖掘, 数据治理, Java, Python","五险一金, 高温补贴, 绩效奖金, 包住, 通讯补贴, 交通补贴, 节日福利, 加班补贴"
1228,Python大数据实习生,武汉,武汉优土优木科技有限公司,150-200元/天,无经验,本科,计算机软件,"Python, Pandas, NumPy, 机器学习, 深度学习",
1229,大数据开发工程师,重庆,重庆卡歌科技有限公司,6000-10000元,1-3年,本科,计算机软件,"数据治理, 数据库开发",
1230,大数据交付SA,西安,深圳市讯方技术股份有限公司,1.2-2.1万,5-10年,大专,互联网,"数据库, 数据挖掘, 数据分析, 大数据开发, 数据库架构","单位体检, 五险一金, 绩效奖金, 带薪假期, 团建旅游, 交通补贴, 节日福利, 周末双休"
1231,java大数据开发工程师,南京,南京加时站网络科技有限公司,1-2万,3-5年,大专,计算机软件,"数据治理, 数据平台, Oracle, Java, 数据中台, 数据建模, 报表开发, Hadoop",
1232,新能源发电大数据实习生（技术方向）,长春,北京智慧空间科技有限责任公司,100-120元/天,无经验,本科,云计算/大数据,"Hadoop, HDFS, Scala, MySQL, PostgreSQL, 数据平台, HBase, Hive",
1233,大数据工程师,蚌埠,北京中科特瑞科技有限公司,9000-12000元,1-3年,硕士,计算机软件,"大数据开发, Spark, Hadoop, Hive, 数据挖掘, 数据治理, 数仓开发, MySQL, Java, Python","单位体检, 五险一金, 节日福利, 年终奖金, 寒暑假"
1234,大数据开发经理,沈阳,越秀乳业,面议,经验不限,本科,快速消费品,"数据架构, 数据建模, 数据库开发",
1235,大数据专任教师,重庆,重庆资源与环境保护职业学院,5000-7000元,经验不限,本科,培训/辅导服务,"授课老师, 线下教育, 计算机类","签订劳动合同, 住房补贴, 五险一金, 奖金加提成, 通讯补贴, 法定节假日休, 寒暑假, 拓展培训, 周末双休, 节日福利"
1236,大数据开发,西安,深圳市法本信息技术股份有限公司,1-1.5万,3-5年,本科,计算机软件,银行,
1237,大数据开发工程师,西安,软通动力信息技术(集团)股份有限公司,8000-15000元,1-3年,本科,互联网,"数据库开发, Flink, Spark, 数据平台",
1238,大数据平台管理岗,北京,长城人寿保险股份有限公司,面议,3-5年,硕士,保险,"数据运维, 数据平台","五险一金, 绩效奖金, 带薪假期, 通讯补贴, 交通补贴, 餐饮补贴, 商业医疗险"
1239,大数据工程师,泰州,蓝思精密(泰州)有限公司,7000-12000元,3-5年,本科,消费电子产品,"ETL, 数据库开发",
1240,资深数仓开发工程师,阜阳,爱谱华顿,6000-10000元,3-5年,本科,电子/半导体/集成电路,数仓开发,
1241,大数据算法工程师（电池云端算法方向）,保定,长城汽车,7000-14000元·15薪,无经验,本科,汽车研发/制造,,
1242,中级大数据开发工程师（短期两个月）,南阳,北京玲珑塔科技有限公司,9000-13000元,3-5年,大专,IT服务,"数据治理, Sql, Hadoop, Spark",
1243,客户成功【互联网软件 大数据】,广州,探迹科技,1-1.5万,1-3年,本科,互联网,"客情维护, 老客户维护, 增购续费","高提成, 月度奖金"
1244,大数据分析师,乌鲁木齐,新疆百成鲜食(集团)供应链有限公司,5000-8000元,1-3年,本科,餐饮服务,"数据建模, 数据挖掘, 数据治理",
1245,大数据迁移,西安,中软国际,面议,5-10年,大专,计算机软件,"数据治理, 数据库开发, 数据中台开发, Java, Python, Hadoop",
1246,物联网大数据开发,西安,陕西大唐燃气安全科技股份有限公司,9000-18000元,1-3年,本科,电力/水利/热力/燃气,"数据库开发, 数据架构, Python, Java, Hadoop, Spark",
1247,周末双休大数据分析,淄博,山东隆众信息技术有限公司,4000-6000元,经验不限,本科,互联网,数据挖掘,周末双休
1248,2025年校园招聘大数据,武汉,泰康人寿湖北分公司,9000-10000元,无经验,硕士,保险,"数据挖掘, 数据中台开发, Sql, Java",
1249,大数据开发工程师,无锡,中通服网盈科技有限公司无锡分公司,8000-12000元,3-5年,本科,运营商/增值服务,"Python, Shell","单位体检, 五险一金, 带薪假期, 节日福利"
1250,A计划（大数据）(J12529),青岛,青岛啤酒,1.1-1.3万,1年以下,本科,快速消费品,大数据,
1251,中级大数据架构师,北京,北京埃可斯科技有限责任公司,1.1-1.7万,5-10年,学历不限,IT服务,"数据库开发, 数据仓库, 大数据开发, 数据架构, 机器学习, 深度学习",
1252,大数据分析师,扬州,扬州锦铂电子商务有限公司,7000-10000元,经验不限,大专,电子商务,数据治理,
1253,大数据开发工程师,北京,云网易通信息技术(河南)有限公司,7000-10000元,3-5年,大专,云计算/大数据,"DCMM, DAMA",
1254,大数据开发工程师（高新万象汇）,西安,京北方,1.6-1.8万,经验不限,本科,IT服务,,
1255,大数据/AI工程师,成都,新双立汽车,8000-15000元,1-3年,本科,汽车研发/制造,,
1256,大数据技术人员,平顶山,河南领航云海科技有限公司,3000-6000元,经验不限,本科,互联网,"数据挖掘, 数据建模",
1257,大数据开发-徐工重型 (MJ000966),徐州,徐工集团,1.2-2.2万,5-10年,本科,电气机械/电力设备,"数据挖掘, 数据建模, 数据架构, Spark, Hadoop, Python, Java",
1258,贝壳外包：数仓开发工程师,天津,贝壳找房科技有限公司,1.2-1.6万,5-10年,本科,互联网,"ETL开发, 数仓开发, 数据建模, MySQL, Oracle, PostgreSQL, Java, Hive, Hadoop, DataX, Kafka",
1259,大数据开发工程师,西安,软通动力信息技术(集团)股份有限公司,1-1.5万,1-3年,本科,互联网,"Java, Python, Spark, Flink, Kafka",
1260,中高级大数据开发工程师,郑州,牧原股份,1-2万,3-5年,本科,农/林/牧/渔,Flink,
1261,AI大数据标注,沈阳,东方通信,4000-6000元,经验不限,大专,运营商/增值服务,"图像标注, 音频标注, 语音标注, 视频标注, 文本标注","五险一金, 带薪假期, 午餐免费, 十三薪, 晋升空间大, 五险, 无责底薪"
1262,新疆科技学院工商管理学院大数据管理与应用专任教师,巴音郭楞,新疆科技学院,9000-10000元,经验不限,硕士,学校/学历教育,"数学类, 统计学, 应用数学, 软件工程, 授课老师, 线下教育",
1263,跨境网络案件人工智能大数据分析师,阳江,国开青旅集团有限公司,1.2-1.5万,1-3年,本科,房地产开发,"SQL, Python",
1264,大数据产品运营（OPPO）,深圳,诚迈科技,1.2-1.4万,经验不限,大专,运营商/增值服务,"大数据产品, 运营",
1265,大数据实习,成都,成都汇智启飞科技有限公司,4000-5000元,1-3年,大专,人工智能,,
1266,大数据开发工程师助理/西安,西安,51Testing,8000-13000元,经验不限,大专,计算机软件,"数据治理, 数据架构, 数据挖掘, Sql, Java, Python, Hadoop, Flink, Spark",
1267,大数据开发工程师,上海,上海思地通讯科技有限公司,1.3-2万,经验不限,本科,通信/网络设备,"ETL, 数据建模",
1268,大数据分析专员,杭州,上海通秒达科技有限公司,7000-10000元,经验不限,大专,电子商务,"数据仓库, 数据挖掘, 五险一金, 双休","五险一金, 周末双休"
1269,ETL大数据开发,北京,澳美信息技术(天津)有限公司,1.6-3万·13薪,1-3年,大专,云计算/大数据,"SQL, Spark, Hive",
1270,大数据产品销售经理,太原,浪潮集团,9000-15000元,经验不限,学历不限,IT服务,区域销售,
1271,驻场大数据工程师,北京,北京银信长远科技股份有限公司,9000-13000元,3-5年,大专,IT服务,"ETL, Hadoop, Sql",
1272,大数据开发顾问（可签free~熟悉SAP BW),上海,北京青钱信息技术有限公司,1.7-2.5万,5-10年,大专,计算机软件,"ETL, SAP  BW",
1273,数仓开发工程师,武汉,中百集团,6000-10000元·13薪,1-3年,大专,零售/批发,数仓开发,
1274,长安凯程-新能源大数据开发工程师（数据架构）(J23101),重庆,重庆长安凯程汽车科技有限公司,面议,3-5年,本科,零售/批发,"新能源大数据开发, 数据架构, 商用车、皮卡",
